latest_year,type,id,indicator,year,xaxis_display,value
0,country,NAM,gov_debt_to_gdp_perc,2010,2010,0.16328
0,country,NRU,gov_debt_to_gdp_perc,2010,2010,2.42498
0,country,NPL,gov_debt_to_gdp_perc,2010,2010,0.35396
0,country,NLD,gov_debt_to_gdp_perc,2010,2010,0.59251
0,country,NZL,gov_debt_to_gdp_perc,2010,2010,0.29677
0,country,NIC,gov_debt_to_gdp_perc,2010,2010,0.30347
0,country,NER,gov_debt_to_gdp_perc,2010,2010,0.15078
0,country,NGA,gov_debt_to_gdp_perc,2010,2010,0.09393
0,country,MKD,gov_debt_to_gdp_perc,2010,2010,0.24273
0,country,NOR,gov_debt_to_gdp_perc,2010,2010,0.42952
0,country,OMN,gov_debt_to_gdp_perc,2010,2010,0.05462
0,country,PAK,gov_debt_to_gdp_perc,2010,2010,0.54513
0,country,PLW,gov_debt_to_gdp_perc,2010,2010,NA
0,country,PAN,gov_debt_to_gdp_perc,2010,2010,0.40543
0,country,PNG,gov_debt_to_gdp_perc,2010,2010,0.17286
0,country,PRY,gov_debt_to_gdp_perc,2010,2010,0.12976
0,country,PER,gov_debt_to_gdp_perc,2010,2010,0.25338
0,country,PHL,gov_debt_to_gdp_perc,2010,2010,0.47587
0,country,POL,gov_debt_to_gdp_perc,2010,2010,0.5401
0,country,PRT,gov_debt_to_gdp_perc,2010,2010,1.00214
0,country,QAT,gov_debt_to_gdp_perc,2010,2010,0.30425
0,country,ROU,gov_debt_to_gdp_perc,2010,2010,0.30171
0,country,RUS,gov_debt_to_gdp_perc,2010,2010,0.10105
0,country,RWA,gov_debt_to_gdp_perc,2010,2010,0.18821
0,country,KNA,gov_debt_to_gdp_perc,2010,2010,1.41664
0,country,LCA,gov_debt_to_gdp_perc,2010,2010,0.52247
0,country,VCT,gov_debt_to_gdp_perc,2010,2010,0.61098
0,country,WSM,gov_debt_to_gdp_perc,2010,2010,0.40281
0,country,STP,gov_debt_to_gdp_perc,2010,2010,0.79539
0,country,SAU,gov_debt_to_gdp_perc,2010,2010,0.08426
0,country,SEN,gov_debt_to_gdp_perc,2010,2010,0.346
0,country,SRB,gov_debt_to_gdp_perc,2010,2010,0.39766
0,country,SYC,gov_debt_to_gdp_perc,2010,2010,0.82224
0,country,SLE,gov_debt_to_gdp_perc,2010,2010,0.46849
0,country,SGP,gov_debt_to_gdp_perc,2010,2010,0.98674
0,country,SVK,gov_debt_to_gdp_perc,2010,2010,0.40615
0,country,SVN,gov_debt_to_gdp_perc,2010,2010,0.38269
0,country,SLB,gov_debt_to_gdp_perc,2010,2010,0.22948
0,country,SOM,gov_debt_to_gdp_perc,2010,2010,NA
0,country,ZAF,gov_debt_to_gdp_perc,2010,2010,0.31185
0,country,SSD,gov_debt_to_gdp_perc,2010,2010,NA
0,country,ESP,gov_debt_to_gdp_perc,2010,2010,0.60515
0,country,LKA,gov_debt_to_gdp_perc,2010,2010,0.68731
0,country,SDN,gov_debt_to_gdp_perc,2010,2010,0.74568
0,country,SUR,gov_debt_to_gdp_perc,2010,2010,0.17317
0,country,SWE,gov_debt_to_gdp_perc,2010,2010,0.38066
0,country,CHE,gov_debt_to_gdp_perc,2010,2010,0.41464
1,country,SYR,gov_debt_to_gdp_perc,2010,2010,0.30024
0,country,TJK,gov_debt_to_gdp_perc,2010,2010,0.36838
0,country,TZA,gov_debt_to_gdp_perc,2010,2010,0.27553
0,country,THA,gov_debt_to_gdp_perc,2010,2010,0.39831
0,country,TLS,gov_debt_to_gdp_perc,2010,2010,0
0,country,TGO,gov_debt_to_gdp_perc,2010,2010,0.34321
0,country,TON,gov_debt_to_gdp_perc,2010,2010,0.44732
0,country,TTO,gov_debt_to_gdp_perc,2010,2010,0.20871
0,country,TUN,gov_debt_to_gdp_perc,2010,2010,0.4336
0,country,TUR,gov_debt_to_gdp_perc,2010,2010,0.39707
0,country,TKM,gov_debt_to_gdp_perc,2010,2010,0.06282
0,country,TUV,gov_debt_to_gdp_perc,2010,2010,0.21059
0,country,UGA,gov_debt_to_gdp_perc,2010,2010,0.18355
0,country,UKR,gov_debt_to_gdp_perc,2010,2010,0.40626
0,country,ARE,gov_debt_to_gdp_perc,2010,2010,0.19473
0,country,GBR,gov_debt_to_gdp_perc,2010,2010,0.7398
0,country,USA,gov_debt_to_gdp_perc,2010,2010,0.95143
0,country,URY,gov_debt_to_gdp_perc,2010,2010,0.41027
0,country,UZB,gov_debt_to_gdp_perc,2010,2010,0.0661
0,country,VUT,gov_debt_to_gdp_perc,2010,2010,0.20223
0,country,VEN,gov_debt_to_gdp_perc,2010,2010,0.37706
0,country,VNM,gov_debt_to_gdp_perc,2010,2010,0.36848
0,country,YEM,gov_debt_to_gdp_perc,2010,2010,0.4238
0,country,ZMB,gov_debt_to_gdp_perc,2010,2010,0.18898
0,country,ZWE,gov_debt_to_gdp_perc,2010,2010,0.47577
0,country,AFG,gov_debt_to_gdp_perc,2011,2011,0.07501
0,country,ALB,gov_debt_to_gdp_perc,2011,2011,0.59413
0,country,DZA,gov_debt_to_gdp_perc,2011,2011,0.09254
0,country,AGO,gov_debt_to_gdp_perc,2011,2011,0.29558
0,country,ATG,gov_debt_to_gdp_perc,2011,2011,0.91803
0,country,ARG,gov_debt_to_gdp_perc,2011,2011,0.38935
0,country,ARM,gov_debt_to_gdp_perc,2011,2011,0.35702
0,country,AUS,gov_debt_to_gdp_perc,2011,2011,0.24047
0,country,AUT,gov_debt_to_gdp_perc,2011,2011,0.82178
0,country,AZE,gov_debt_to_gdp_perc,2011,2011,0.04967
0,country,BHS,gov_debt_to_gdp_perc,2011,2011,0.35262
0,country,BHR,gov_debt_to_gdp_perc,2011,2011,0.32802
0,country,BGD,gov_debt_to_gdp_perc,2011,2011,0.29393
0,country,BRB,gov_debt_to_gdp_perc,2011,2011,1.12637
0,country,BLR,gov_debt_to_gdp_perc,2011,2011,0.58223
0,country,BEL,gov_debt_to_gdp_perc,2011,2011,1.03495
0,country,BLZ,gov_debt_to_gdp_perc,2011,2011,0.66657
0,country,BEN,gov_debt_to_gdp_perc,2011,2011,0.2186
0,country,BTN,gov_debt_to_gdp_perc,2011,2011,0.69111
0,country,BOL,gov_debt_to_gdp_perc,2011,2011,0.35327
0,country,BIH,gov_debt_to_gdp_perc,2011,2011,0.3955
0,country,BWA,gov_debt_to_gdp_perc,2011,2011,0.20926
0,country,BRA,gov_debt_to_gdp_perc,2011,2011,0.61204
0,country,BRN,gov_debt_to_gdp_perc,2011,2011,0.02129
0,country,BGR,gov_debt_to_gdp_perc,2011,2011,0.14335
0,country,BFA,gov_debt_to_gdp_perc,2011,2011,0.22466
0,country,BDI,gov_debt_to_gdp_perc,2011,2011,0.42706
0,country,CPV,gov_debt_to_gdp_perc,2011,2011,0.78497
0,country,KHM,gov_debt_to_gdp_perc,2011,2011,0.29735
0,country,CMR,gov_debt_to_gdp_perc,2011,2011,0.15047
0,country,CAN,gov_debt_to_gdp_perc,2011,2011,0.84348
0,country,CAF,gov_debt_to_gdp_perc,2011,2011,0.19686
0,country,TCD,gov_debt_to_gdp_perc,2011,2011,0.30566
0,country,CHL,gov_debt_to_gdp_perc,2011,2011,0.11127
0,country,CHN,gov_debt_to_gdp_perc,2011,2011,0.33772
0,country,COL,gov_debt_to_gdp_perc,2011,2011,0.35783
0,country,COM,gov_debt_to_gdp_perc,2011,2011,0.27668
0,country,COG,gov_debt_to_gdp_perc,2011,2011,0.3439
0,country,CRI,gov_debt_to_gdp_perc,2011,2011,0.29513
0,country,CIV,gov_debt_to_gdp_perc,2011,2011,0.50028
0,country,HRV,gov_debt_to_gdp_perc,2011,2011,0.63414
0,country,CUB,gov_debt_to_gdp_perc,2011,2011,NA
0,country,CYP,gov_debt_to_gdp_perc,2011,2011,0.64806
0,country,CZE,gov_debt_to_gdp_perc,2011,2011,0.39722
0,country,COD,gov_debt_to_gdp_perc,2011,2011,0.2444
0,country,DNK,gov_debt_to_gdp_perc,2011,2011,0.46071
0,country,DJI,gov_debt_to_gdp_perc,2011,2011,0.25702
0,country,DMA,gov_debt_to_gdp_perc,2011,2011,0.69681
0,country,DOM,gov_debt_to_gdp_perc,2011,2011,0.39053
0,country,ECU,gov_debt_to_gdp_perc,2011,2011,0.18539
0,country,EGY,gov_debt_to_gdp_perc,2011,2011,0.7283
0,country,SLV,gov_debt_to_gdp_perc,2011,2011,0.59166
0,country,GNQ,gov_debt_to_gdp_perc,2011,2011,0.0717
0,country,ERI,gov_debt_to_gdp_perc,2011,2011,1.60764
0,country,EST,gov_debt_to_gdp_perc,2011,2011,0.0616
0,country,SWZ,gov_debt_to_gdp_perc,2011,2011,0.14168
0,country,ETH,gov_debt_to_gdp_perc,2011,2011,0.44828
0,country,FJI,gov_debt_to_gdp_perc,2011,2011,0.50977
0,country,FIN,gov_debt_to_gdp_perc,2011,2011,0.51934
0,country,FRA,gov_debt_to_gdp_perc,2011,2011,0.85199
0,country,GAB,gov_debt_to_gdp_perc,2011,2011,0.21425
0,country,GMB,gov_debt_to_gdp_perc,2011,2011,0.49241
0,country,GEO,gov_debt_to_gdp_perc,2011,2011,0.28361
0,country,DEU,gov_debt_to_gdp_perc,2011,2011,0.79417
0,country,GHA,gov_debt_to_gdp_perc,2011,2011,0.31264
0,country,GRC,gov_debt_to_gdp_perc,2011,2011,1.75219
0,country,GRD,gov_debt_to_gdp_perc,2011,2011,1.02782
0,country,GTM,gov_debt_to_gdp_perc,2011,2011,0.23779
0,country,GIN,gov_debt_to_gdp_perc,2011,2011,0.58082
0,country,GNB,gov_debt_to_gdp_perc,2011,2011,0.46341
0,country,GUY,gov_debt_to_gdp_perc,2011,2011,0.51189
0,country,HTI,gov_debt_to_gdp_perc,2011,2011,0.21342
0,country,HND,gov_debt_to_gdp_perc,2011,2011,0.24647
0,country,HUN,gov_debt_to_gdp_perc,2011,2011,0.80338
0,country,ISL,gov_debt_to_gdp_perc,2011,2011,1.38176
0,country,IND,gov_debt_to_gdp_perc,2011,2011,0.68648
0,country,IDN,gov_debt_to_gdp_perc,2011,2011,0.23106
0,country,IRN,gov_debt_to_gdp_perc,2011,2011,0.12259
0,country,IRQ,gov_debt_to_gdp_perc,2011,2011,0.40719
0,country,IRL,gov_debt_to_gdp_perc,2011,2011,1.10498
0,country,ISR,gov_debt_to_gdp_perc,2011,2011,0.67425
0,country,ITA,gov_debt_to_gdp_perc,2011,2011,1.19693
0,country,JAM,gov_debt_to_gdp_perc,2011,2011,1.22696
0,country,JPN,gov_debt_to_gdp_perc,2011,2011,2.19162
0,country,JOR,gov_debt_to_gdp_perc,2011,2011,0.62069
0,country,KAZ,gov_debt_to_gdp_perc,2011,2011,0.10161
0,country,KEN,gov_debt_to_gdp_perc,2011,2011,0.35687
0,country,KIR,gov_debt_to_gdp_perc,2011,2011,0.08063
0,country,KOR,gov_debt_to_gdp_perc,2011,2011,0.33061
0,country,KWT,gov_debt_to_gdp_perc,2011,2011,0.04641
0,country,KGZ,gov_debt_to_gdp_perc,2011,2011,0.50056
0,country,LAO,gov_debt_to_gdp_perc,2011,2011,0.43005
0,country,LVA,gov_debt_to_gdp_perc,2011,2011,0.44504
0,country,LBN,gov_debt_to_gdp_perc,2011,2011,1.34386
0,country,LSO,gov_debt_to_gdp_perc,2011,2011,0.35252
0,country,LBR,gov_debt_to_gdp_perc,2011,2011,0.22519
0,country,LBY,gov_debt_to_gdp_perc,2011,2011,0.26612
0,country,LTU,gov_debt_to_gdp_perc,2011,2011,0.37134
0,country,LUX,gov_debt_to_gdp_perc,2011,2011,0.18506
0,country,MDG,gov_debt_to_gdp_perc,2011,2011,0.29947
0,country,MWI,gov_debt_to_gdp_perc,2011,2011,0.19983
0,country,MYS,gov_debt_to_gdp_perc,2011,2011,0.51898
0,country,MDV,gov_debt_to_gdp_perc,2011,2011,0.51863
0,country,MLI,gov_debt_to_gdp_perc,2011,2011,0.23965
0,country,MLT,gov_debt_to_gdp_perc,2011,2011,0.70016
0,country,MHL,gov_debt_to_gdp_perc,2011,2011,0.35943
0,country,MRT,gov_debt_to_gdp_perc,2011,2011,0.38839
0,country,MUS,gov_debt_to_gdp_perc,2011,2011,0.5491
0,country,MEX,gov_debt_to_gdp_perc,2011,2011,0.42859
0,country,FSM,gov_debt_to_gdp_perc,2011,2011,0.2833
0,country,MDA,gov_debt_to_gdp_perc,2011,2011,0.24201
0,country,MNG,gov_debt_to_gdp_perc,2011,2011,0.32653
0,country,MNE,gov_debt_to_gdp_perc,2011,2011,0.48572
0,country,MAR,gov_debt_to_gdp_perc,2011,2011,0.48555
0,country,MOZ,gov_debt_to_gdp_perc,2011,2011,0.3472
0,country,MMR,gov_debt_to_gdp_perc,2011,2011,0.4788
0,country,NAM,gov_debt_to_gdp_perc,2011,2011,0.2745
0,country,NRU,gov_debt_to_gdp_perc,2011,2011,1.88939
0,country,NPL,gov_debt_to_gdp_perc,2011,2011,0.32429
0,country,NLD,gov_debt_to_gdp_perc,2011,2011,0.61699
0,country,NZL,gov_debt_to_gdp_perc,2011,2011,0.34725
0,country,NIC,gov_debt_to_gdp_perc,2011,2011,0.28794
0,country,NER,gov_debt_to_gdp_perc,2011,2011,0.14747
0,country,NGA,gov_debt_to_gdp_perc,2011,2011,0.17431
0,country,MKD,gov_debt_to_gdp_perc,2011,2011,0.27728
0,country,NOR,gov_debt_to_gdp_perc,2011,2011,0.29611
0,country,OMN,gov_debt_to_gdp_perc,2011,2011,0.04442
0,country,PAK,gov_debt_to_gdp_perc,2011,2011,0.52818
0,country,PLW,gov_debt_to_gdp_perc,2011,2011,NA
0,country,PAN,gov_debt_to_gdp_perc,2011,2011,0.37824
0,country,PNG,gov_debt_to_gdp_perc,2011,2011,0.16278
0,country,PRY,gov_debt_to_gdp_perc,2011,2011,0.11052
0,country,PER,gov_debt_to_gdp_perc,2011,2011,0.22981
0,country,PHL,gov_debt_to_gdp_perc,2011,2011,0.45434
0,country,POL,gov_debt_to_gdp_perc,2011,2011,0.55134
0,country,PRT,gov_debt_to_gdp_perc,2011,2011,1.14403
0,country,QAT,gov_debt_to_gdp_perc,2011,2011,0.33474
0,country,ROU,gov_debt_to_gdp_perc,2011,2011,0.32599
0,country,RUS,gov_debt_to_gdp_perc,2011,2011,0.1034
0,country,RWA,gov_debt_to_gdp_perc,2011,2011,0.18725
0,country,KNA,gov_debt_to_gdp_perc,2011,2011,1.32077
0,country,LCA,gov_debt_to_gdp_perc,2011,2011,0.5495
0,country,VCT,gov_debt_to_gdp_perc,2011,2011,0.63989
0,country,WSM,gov_debt_to_gdp_perc,2011,2011,0.41526
0,country,STP,gov_debt_to_gdp_perc,2011,2011,0.78019
0,country,SAU,gov_debt_to_gdp_perc,2011,2011,0.0534
0,country,SEN,gov_debt_to_gdp_perc,2011,2011,0.32877
0,country,SRB,gov_debt_to_gdp_perc,2011,2011,0.43709
0,country,SYC,gov_debt_to_gdp_perc,2011,2011,0.82508
0,country,SLE,gov_debt_to_gdp_perc,2011,2011,0.42033
0,country,SGP,gov_debt_to_gdp_perc,2011,2011,1.0313
0,country,SVK,gov_debt_to_gdp_perc,2011,2011,0.43156
0,country,SVN,gov_debt_to_gdp_perc,2011,2011,0.46458
0,country,SLB,gov_debt_to_gdp_perc,2011,2011,0.18344
0,country,SOM,gov_debt_to_gdp_perc,2011,2011,NA
0,country,ZAF,gov_debt_to_gdp_perc,2011,2011,0.34742
0,country,SSD,gov_debt_to_gdp_perc,2011,2011,0
0,country,ESP,gov_debt_to_gdp_perc,2011,2011,0.6985
0,country,LKA,gov_debt_to_gdp_perc,2011,2011,0.69428
0,country,SDN,gov_debt_to_gdp_perc,2011,2011,0.78113
0,country,SUR,gov_debt_to_gdp_perc,2011,2011,0.18738
0,country,SWE,gov_debt_to_gdp_perc,2011,2011,0.37149
0,country,CHE,gov_debt_to_gdp_perc,2011,2011,0.41895
0,country,SYR,gov_debt_to_gdp_perc,2011,2011,NA
0,country,TJK,gov_debt_to_gdp_perc,2011,2011,0.35512
0,country,TZA,gov_debt_to_gdp_perc,2011,2011,0.28383
0,country,THA,gov_debt_to_gdp_perc,2011,2011,0.39116
0,country,TLS,gov_debt_to_gdp_perc,2011,2011,0
0,country,TGO,gov_debt_to_gdp_perc,2011,2011,0.3509
0,country,TON,gov_debt_to_gdp_perc,2011,2011,0.51853
0,country,TTO,gov_debt_to_gdp_perc,2011,2011,0.29427
0,country,TUN,gov_debt_to_gdp_perc,2011,2011,0.4697
0,country,TUR,gov_debt_to_gdp_perc,2011,2011,0.36111
0,country,TKM,gov_debt_to_gdp_perc,2011,2011,0.10097
0,country,TUV,gov_debt_to_gdp_perc,2011,2011,0.19098
0,country,UGA,gov_debt_to_gdp_perc,2011,2011,0.17959
0,country,UKR,gov_debt_to_gdp_perc,2011,2011,0.36876
0,country,ARE,gov_debt_to_gdp_perc,2011,2011,0.21467
0,country,GBR,gov_debt_to_gdp_perc,2011,2011,0.79779
0,country,USA,gov_debt_to_gdp_perc,2011,2011,0.99481
0,country,URY,gov_debt_to_gdp_perc,2011,2011,0.41435
0,country,UZB,gov_debt_to_gdp_perc,2011,2011,0.06331
0,country,VUT,gov_debt_to_gdp_perc,2011,2011,0.21299
0,country,VEN,gov_debt_to_gdp_perc,2011,2011,0.52476
0,country,VNM,gov_debt_to_gdp_perc,2011,2011,0.35777
0,country,YEM,gov_debt_to_gdp_perc,2011,2011,0.45726
0,country,ZMB,gov_debt_to_gdp_perc,2011,2011,0.20808
0,country,ZWE,gov_debt_to_gdp_perc,2011,2011,0.42864
0,country,AFG,gov_debt_to_gdp_perc,2012,2012,0.06759
0,country,ALB,gov_debt_to_gdp_perc,2012,2012,0.62144
0,country,DZA,gov_debt_to_gdp_perc,2012,2012,0.09326
0,country,AGO,gov_debt_to_gdp_perc,2012,2012,0.26691
0,country,ATG,gov_debt_to_gdp_perc,2012,2012,0.87494
0,country,ARG,gov_debt_to_gdp_perc,2012,2012,0.40436
0,country,ARM,gov_debt_to_gdp_perc,2012,2012,0.356
0,country,AUS,gov_debt_to_gdp_perc,2012,2012,0.27534
0,country,AUT,gov_debt_to_gdp_perc,2012,2012,0.81661
0,country,AZE,gov_debt_to_gdp_perc,2012,2012,0.05831
0,country,BHS,gov_debt_to_gdp_perc,2012,2012,0.37589
0,country,BHR,gov_debt_to_gdp_perc,2012,2012,0.36208
0,country,BGD,gov_debt_to_gdp_perc,2012,2012,0.29078
0,country,BRB,gov_debt_to_gdp_perc,2012,2012,1.23672
0,country,BLR,gov_debt_to_gdp_perc,2012,2012,0.36946
0,country,BEL,gov_debt_to_gdp_perc,2012,2012,1.04811
0,country,BLZ,gov_debt_to_gdp_perc,2012,2012,0.63592
0,country,BEN,gov_debt_to_gdp_perc,2012,2012,0.1954
0,country,BTN,gov_debt_to_gdp_perc,2012,2012,0.79347
0,country,BOL,gov_debt_to_gdp_perc,2012,2012,0.35394
0,country,BIH,gov_debt_to_gdp_perc,2012,2012,0.42207
0,country,BWA,gov_debt_to_gdp_perc,2012,2012,0.19984
0,country,BRA,gov_debt_to_gdp_perc,2012,2012,0.62196
0,country,BRN,gov_debt_to_gdp_perc,2012,2012,0.02101
0,country,BGR,gov_debt_to_gdp_perc,2012,2012,0.16545
0,country,BFA,gov_debt_to_gdp_perc,2012,2012,0.23222
0,country,BDI,gov_debt_to_gdp_perc,2012,2012,0.4143
0,country,CPV,gov_debt_to_gdp_perc,2012,2012,0.91092
0,country,KHM,gov_debt_to_gdp_perc,2012,2012,0.31534
0,country,CMR,gov_debt_to_gdp_perc,2012,2012,0.14874
0,country,CAN,gov_debt_to_gdp_perc,2012,2012,0.87185
0,country,CAF,gov_debt_to_gdp_perc,2012,2012,0.31533
0,country,TCD,gov_debt_to_gdp_perc,2012,2012,0.28765
0,country,CHL,gov_debt_to_gdp_perc,2012,2012,0.11939
0,country,CHN,gov_debt_to_gdp_perc,2012,2012,0.34393
