latest_year,id,indicator,year,xaxis_display,value
0,AG,gov_debt_to_gdp_perc,2015,,0.92125
0,AG,gov_debt_to_gdp_perc,2016,,0.8306100000000001
0,AG,gov_debt_to_gdp_perc,2017,,0.88176
0,AG,gov_debt_to_gdp_perc,2018,,0.84333
0,AG,gov_debt_to_gdp_perc,2019,,0.8158799999999999
0,AG,gov_debt_to_gdp_perc,2020,,1.00465
0,AG,gov_debt_to_gdp_perc,2021,,0.92951
0,AG,gov_debt_to_gdp_perc,2022,,0.82028
0,AG,gov_debt_to_gdp_perc,2023,,0.7632899999999999
1,AG,gov_debt_to_gdp_perc,2024,,0.67057
0,AR,gov_debt_to_gdp_perc,2010,,0.43454
0,AR,gov_debt_to_gdp_perc,2011,,0.38935
0,AR,gov_debt_to_gdp_perc,2012,,0.40436
0,AR,gov_debt_to_gdp_perc,2013,,0.43496
0,AR,gov_debt_to_gdp_perc,2014,,0.44697
0,AR,gov_debt_to_gdp_perc,2015,,0.52563
0,AR,gov_debt_to_gdp_perc,2016,,0.5306000000000001
0,AR,gov_debt_to_gdp_perc,2017,,0.57028
0,AR,gov_debt_to_gdp_perc,2018,,0.85246
0,AR,gov_debt_to_gdp_perc,2019,,0.8984000000000001
0,AR,gov_debt_to_gdp_perc,2020,,1.03816
0,AR,gov_debt_to_gdp_perc,2021,,0.8104300000000001
0,AR,gov_debt_to_gdp_perc,2022,,0.84463
0,AR,gov_debt_to_gdp_perc,2023,,1.55411
1,AR,gov_debt_to_gdp_perc,2024,,0.85334
0,AM,gov_debt_to_gdp_perc,2010,,0.39667
0,AM,gov_debt_to_gdp_perc,2011,,0.42006
0,AM,gov_debt_to_gdp_perc,2012,,0.41225
0,AM,gov_debt_to_gdp_perc,2013,,0.40856
0,AM,gov_debt_to_gdp_perc,2014,,0.43689
0,AM,gov_debt_to_gdp_perc,2015,,0.48702
0,AM,gov_debt_to_gdp_perc,2016,,0.56749
0,AM,gov_debt_to_gdp_perc,2017,,0.58938
0,AM,gov_debt_to_gdp_perc,2018,,0.55652
0,AM,gov_debt_to_gdp_perc,2019,,0.53673
0,AM,gov_debt_to_gdp_perc,2020,,0.67362
0,AM,gov_debt_to_gdp_perc,2021,,0.63354
0,AM,gov_debt_to_gdp_perc,2022,,0.49246
0,AM,gov_debt_to_gdp_perc,2023,,0.50723
1,AM,gov_debt_to_gdp_perc,2024,,0.5029699999999999
0,AU,gov_debt_to_gdp_perc,2010,,0.2035
0,AU,gov_debt_to_gdp_perc,2011,,0.2404
0,AU,gov_debt_to_gdp_perc,2012,,0.27521
0,AU,gov_debt_to_gdp_perc,2013,,0.30466
0,AU,gov_debt_to_gdp_perc,2014,,0.34036
0,AU,gov_debt_to_gdp_perc,2015,,0.37726
0,AU,gov_debt_to_gdp_perc,2016,,0.40621
0,AU,gov_debt_to_gdp_perc,2017,,0.41195
0,AU,gov_debt_to_gdp_perc,2018,,0.41758
0,AU,gov_debt_to_gdp_perc,2019,,0.4672
0,AU,gov_debt_to_gdp_perc,2020,,0.57092
0,AU,gov_debt_to_gdp_perc,2021,,0.55537
0,AU,gov_debt_to_gdp_perc,2022,,0.50222
0,AU,gov_debt_to_gdp_perc,2023,,0.48973
1,AU,gov_debt_to_gdp_perc,2024,,0.49828
0,AT,gov_debt_to_gdp_perc,2010,,0.83654
0,AT,gov_debt_to_gdp_perc,2011,,0.83356
0,AT,gov_debt_to_gdp_perc,2012,,0.82935
0,AT,gov_debt_to_gdp_perc,2013,,0.82431
0,AT,gov_debt_to_gdp_perc,2014,,0.8521
0,AT,gov_debt_to_gdp_perc,2015,,0.85615
0,AT,gov_debt_to_gdp_perc,2016,,0.83419
0,AT,gov_debt_to_gdp_perc,2017,,0.79057
0,AT,gov_debt_to_gdp_perc,2018,,0.74586
0,AT,gov_debt_to_gdp_perc,2019,,0.71006
0,AT,gov_debt_to_gdp_perc,2020,,0.8318300000000001
0,AT,gov_debt_to_gdp_perc,2021,,0.82395
0,AT,gov_debt_to_gdp_perc,2022,,0.7834399999999999
0,AT,gov_debt_to_gdp_perc,2023,,0.78404
1,AT,gov_debt_to_gdp_perc,2024,,0.81206
0,AZ,gov_debt_to_gdp_perc,2010,,0.04981
0,AZ,gov_debt_to_gdp_perc,2011,,0.04967
0,AZ,gov_debt_to_gdp_perc,2012,,0.05831
0,AZ,gov_debt_to_gdp_perc,2013,,0.06179
0,AZ,gov_debt_to_gdp_perc,2014,,0.0853299999999999
0,AZ,gov_debt_to_gdp_perc,2015,,0.1798
0,AZ,gov_debt_to_gdp_perc,2016,,0.20608
0,AZ,gov_debt_to_gdp_perc,2017,,0.22509
0,AZ,gov_debt_to_gdp_perc,2018,,0.18685
0,AZ,gov_debt_to_gdp_perc,2019,,0.17656
0,AZ,gov_debt_to_gdp_perc,2020,,0.21327
0,AZ,gov_debt_to_gdp_perc,2021,,0.26349
0,AZ,gov_debt_to_gdp_perc,2022,,0.17324
0,AZ,gov_debt_to_gdp_perc,2023,,0.21807
1,AZ,gov_debt_to_gdp_perc,2024,,0.2085
0,BS,gov_debt_to_gdp_perc,2010,,0.33883
0,BS,gov_debt_to_gdp_perc,2011,,0.35262
0,BS,gov_debt_to_gdp_perc,2012,,0.37589
0,BS,gov_debt_to_gdp_perc,2013,,0.44415
0,BS,gov_debt_to_gdp_perc,2014,,0.48294
0,BS,gov_debt_to_gdp_perc,2015,,0.5067
0,BS,gov_debt_to_gdp_perc,2016,,0.51057
0,BS,gov_debt_to_gdp_perc,2017,,0.55027
0,BS,gov_debt_to_gdp_perc,2018,,0.6232800000000001
0,BS,gov_debt_to_gdp_perc,2019,,0.60732
0,BS,gov_debt_to_gdp_perc,2020,,0.7467400000000001
0,BS,gov_debt_to_gdp_perc,2021,,0.99683
0,BS,gov_debt_to_gdp_perc,2022,,0.88643
0,BS,gov_debt_to_gdp_perc,2023,,0.81679
1,BS,gov_debt_to_gdp_perc,2024,,0.7883199999999999
0,BH,gov_debt_to_gdp_perc,2010,,0.28787
0,BH,gov_debt_to_gdp_perc,2011,,0.31554
0,BH,gov_debt_to_gdp_perc,2012,,0.34833
0,BH,gov_debt_to_gdp_perc,2013,,0.4227
0,BH,gov_debt_to_gdp_perc,2014,,0.4263
0,BH,gov_debt_to_gdp_perc,2015,,0.6318
0,BH,gov_debt_to_gdp_perc,2016,,0.77366
0,BH,gov_debt_to_gdp_perc,2017,,0.84029
0,BH,gov_debt_to_gdp_perc,2018,,0.90384
0,BH,gov_debt_to_gdp_perc,2019,,0.97129
0,BH,gov_debt_to_gdp_perc,2020,,1.257
0,BH,gov_debt_to_gdp_perc,2021,,1.223
0,BH,gov_debt_to_gdp_perc,2022,,1.11648
0,BH,gov_debt_to_gdp_perc,2023,,1.2302
1,BH,gov_debt_to_gdp_perc,2024,,1.34007
0,BD,gov_debt_to_gdp_perc,2010,,0.29623
0,BD,gov_debt_to_gdp_perc,2011,,0.29393
0,BD,gov_debt_to_gdp_perc,2012,,0.29078
0,BD,gov_debt_to_gdp_perc,2013,,0.28344
0,BD,gov_debt_to_gdp_perc,2014,,0.28683
0,BD,gov_debt_to_gdp_perc,2015,,0.28206
0,BD,gov_debt_to_gdp_perc,2016,,0.2772
0,BD,gov_debt_to_gdp_perc,2017,,0.28306
0,BD,gov_debt_to_gdp_perc,2018,,0.29553
0,BD,gov_debt_to_gdp_perc,2019,,0.31951
0,BD,gov_debt_to_gdp_perc,2020,,0.34509
0,BD,gov_debt_to_gdp_perc,2021,,0.3561399999999999
0,BD,gov_debt_to_gdp_perc,2022,,0.37863
0,BD,gov_debt_to_gdp_perc,2023,,0.3927000000000001
1,BD,gov_debt_to_gdp_perc,2024,,0.4012599999999999
0,BB,gov_debt_to_gdp_perc,2010,,0.95278
0,BB,gov_debt_to_gdp_perc,2011,,0.99025
0,BB,gov_debt_to_gdp_perc,2012,,1.08807
0,BB,gov_debt_to_gdp_perc,2013,,1.18402
0,BB,gov_debt_to_gdp_perc,2014,,1.2244
0,BB,gov_debt_to_gdp_perc,2015,,1.31623
0,BB,gov_debt_to_gdp_perc,2016,,1.35269
0,BB,gov_debt_to_gdp_perc,2017,,1.42847
0,BB,gov_debt_to_gdp_perc,2018,,1.14212
0,BB,gov_debt_to_gdp_perc,2019,,1.07646
0,BB,gov_debt_to_gdp_perc,2020,,1.3817
0,BB,gov_debt_to_gdp_perc,2021,,1.21594
0,BB,gov_debt_to_gdp_perc,2022,,1.13683
0,BB,gov_debt_to_gdp_perc,2023,,1.11482
1,BB,gov_debt_to_gdp_perc,2024,,1.02922
0,BY,gov_debt_to_gdp_perc,2010,,0.36805
0,BY,gov_debt_to_gdp_perc,2011,,0.58223
0,BY,gov_debt_to_gdp_perc,2012,,0.36946
0,BY,gov_debt_to_gdp_perc,2013,,0.36859
0,BY,gov_debt_to_gdp_perc,2014,,0.38791
0,BY,gov_debt_to_gdp_perc,2015,,0.5300699999999999
0,BY,gov_debt_to_gdp_perc,2016,,0.53482
0,BY,gov_debt_to_gdp_perc,2017,,0.5316
0,BY,gov_debt_to_gdp_perc,2018,,0.47515
0,BY,gov_debt_to_gdp_perc,2019,,0.40999
0,BY,gov_debt_to_gdp_perc,2020,,0.47493
0,BY,gov_debt_to_gdp_perc,2021,,0.41182
0,BY,gov_debt_to_gdp_perc,2022,,0.40792
0,BY,gov_debt_to_gdp_perc,2023,,0.4072
1,BY,gov_debt_to_gdp_perc,2024,,0.44378
0,BE,gov_debt_to_gdp_perc,2010,,1.00245
0,BE,gov_debt_to_gdp_perc,2011,,1.02735
0,BE,gov_debt_to_gdp_perc,2012,,1.04335
0,BE,gov_debt_to_gdp_perc,2013,,1.05021
0,BE,gov_debt_to_gdp_perc,2014,,1.06524
0,BE,gov_debt_to_gdp_perc,2015,,1.05525
0,BE,gov_debt_to_gdp_perc,2016,,1.05404
0,BE,gov_debt_to_gdp_perc,2017,,1.024
0,BE,gov_debt_to_gdp_perc,2018,,0.99977
0,BE,gov_debt_to_gdp_perc,2019,,0.97461
0,BE,gov_debt_to_gdp_perc,2020,,1.11098
0,BE,gov_debt_to_gdp_perc,2021,,1.0837
0,BE,gov_debt_to_gdp_perc,2022,,1.02555
0,BE,gov_debt_to_gdp_perc,2023,,1.03121
1,BE,gov_debt_to_gdp_perc,2024,,1.04468
0,BZ,gov_debt_to_gdp_perc,2010,,0.68547
0,BZ,gov_debt_to_gdp_perc,2011,,0.6638299999999999
0,BZ,gov_debt_to_gdp_perc,2012,,0.63387
0,BZ,gov_debt_to_gdp_perc,2013,,0.6285499999999999
0,BZ,gov_debt_to_gdp_perc,2014,,0.61543
0,BZ,gov_debt_to_gdp_perc,2015,,0.65079
0,BZ,gov_debt_to_gdp_perc,2016,,0.70438
0,BZ,gov_debt_to_gdp_perc,2017,,0.78106
0,BZ,gov_debt_to_gdp_perc,2018,,0.7877
0,BZ,gov_debt_to_gdp_perc,2019,,0.78386
0,BZ,gov_debt_to_gdp_perc,2020,,1.03261
0,BZ,gov_debt_to_gdp_perc,2021,,0.8248300000000001
0,BZ,gov_debt_to_gdp_perc,2022,,0.6682299999999999
0,BZ,gov_debt_to_gdp_perc,2023,,0.6717700000000001
1,BZ,gov_debt_to_gdp_perc,2024,,0.60955
0,BJ,gov_debt_to_gdp_perc,2010,,0.21
0,BJ,gov_debt_to_gdp_perc,2011,,0.2186
0,BJ,gov_debt_to_gdp_perc,2012,,0.1954
0,BJ,gov_debt_to_gdp_perc,2013,,0.18504
0,BJ,gov_debt_to_gdp_perc,2014,,0.22282
0,BJ,gov_debt_to_gdp_perc,2015,,0.309
0,BJ,gov_debt_to_gdp_perc,2016,,0.35923
0,BJ,gov_debt_to_gdp_perc,2017,,0.39598
0,BJ,gov_debt_to_gdp_perc,2018,,0.4108
0,BJ,gov_debt_to_gdp_perc,2019,,0.4122999999999999
0,BJ,gov_debt_to_gdp_perc,2020,,0.46142
0,BJ,gov_debt_to_gdp_perc,2021,,0.50288
0,BJ,gov_debt_to_gdp_perc,2022,,0.54187
0,BJ,gov_debt_to_gdp_perc,2023,,0.5490400000000001
1,BJ,gov_debt_to_gdp_perc,2024,,0.54033
0,BT,gov_debt_to_gdp_perc,2010,,0.55813
0,BT,gov_debt_to_gdp_perc,2011,,0.62331
0,BT,gov_debt_to_gdp_perc,2012,,0.7147100000000001
0,BT,gov_debt_to_gdp_perc,2013,,0.92373
0,BT,gov_debt_to_gdp_perc,2014,,0.89788
0,BT,gov_debt_to_gdp_perc,2015,,0.90157
0,BT,gov_debt_to_gdp_perc,2016,,1.07484
0,BT,gov_debt_to_gdp_perc,2017,,1.0408
0,BT,gov_debt_to_gdp_perc,2018,,1.07295
0,BT,gov_debt_to_gdp_perc,2019,,0.99737
0,BT,gov_debt_to_gdp_perc,2020,,1.14939
0,BT,gov_debt_to_gdp_perc,2021,,1.23276
0,BT,gov_debt_to_gdp_perc,2022,,1.17344
0,BT,gov_debt_to_gdp_perc,2023,,1.15443
1,BT,gov_debt_to_gdp_perc,2024,,1.07775
0,BO,gov_debt_to_gdp_perc,2010,,0.37637
0,BO,gov_debt_to_gdp_perc,2011,,0.35327
0,BO,gov_debt_to_gdp_perc,2012,,0.35394
0,BO,gov_debt_to_gdp_perc,2013,,0.36097
0,BO,gov_debt_to_gdp_perc,2014,,0.37603
0,BO,gov_debt_to_gdp_perc,2015,,0.40905
0,BO,gov_debt_to_gdp_perc,2016,,0.4649
0,BO,gov_debt_to_gdp_perc,2017,,0.5126
0,BO,gov_debt_to_gdp_perc,2018,,0.53076
0,BO,gov_debt_to_gdp_perc,2019,,0.58626
0,BO,gov_debt_to_gdp_perc,2020,,0.77971
0,BO,gov_debt_to_gdp_perc,2021,,0.8140900000000001
0,BO,gov_debt_to_gdp_perc,2022,,0.8009999999999999
0,BO,gov_debt_to_gdp_perc,2023,,0.90777
1,BO,gov_debt_to_gdp_perc,2024,,0.95042
0,BA,gov_debt_to_gdp_perc,2010,,0.42205
0,BA,gov_debt_to_gdp_perc,2011,,0.4094100000000001
0,BA,gov_debt_to_gdp_perc,2012,,0.43557
0,BA,gov_debt_to_gdp_perc,2013,,0.4375500000000001
0,BA,gov_debt_to_gdp_perc,2014,,0.4714
0,BA,gov_debt_to_gdp_perc,2015,,0.4637599999999999
0,BA,gov_debt_to_gdp_perc,2016,,0.44874
0,BA,gov_debt_to_gdp_perc,2017,,0.38616
0,BA,gov_debt_to_gdp_perc,2018,,0.34894
0,BA,gov_debt_to_gdp_perc,2019,,0.33168
0,BA,gov_debt_to_gdp_perc,2020,,0.37098
0,BA,gov_debt_to_gdp_perc,2021,,0.35618
0,BA,gov_debt_to_gdp_perc,2022,,0.31013
0,BA,gov_debt_to_gdp_perc,2023,,0.31588
1,BA,gov_debt_to_gdp_perc,2024,,0.32752
0,BW,gov_debt_to_gdp_perc,2010,,0.26547
0,BW,gov_debt_to_gdp_perc,2011,,0.27892
0,BW,gov_debt_to_gdp_perc,2012,,0.26448
0,BW,gov_debt_to_gdp_perc,2013,,0.23774
0,BW,gov_debt_to_gdp_perc,2014,,0.23936
0,BW,gov_debt_to_gdp_perc,2015,,0.24453
0,BW,gov_debt_to_gdp_perc,2016,,0.22341
0,BW,gov_debt_to_gdp_perc,2017,,0.19591
0,BW,gov_debt_to_gdp_perc,2018,,0.19642
0,BW,gov_debt_to_gdp_perc,2019,,0.21511
0,BW,gov_debt_to_gdp_perc,2020,,0.23508
0,BW,gov_debt_to_gdp_perc,2021,,0.22282
0,BW,gov_debt_to_gdp_perc,2022,,0.20989
0,BW,gov_debt_to_gdp_perc,2023,,0.22505
1,BW,gov_debt_to_gdp_perc,2024,,0.32565
0,BR,gov_debt_to_gdp_perc,2010,,0.62433
0,BR,gov_debt_to_gdp_perc,2011,,0.60634
0,BR,gov_debt_to_gdp_perc,2012,,0.61614
0,BR,gov_debt_to_gdp_perc,2013,,0.59595
0,BR,gov_debt_to_gdp_perc,2014,,0.61617
0,BR,gov_debt_to_gdp_perc,2015,,0.7173
0,BR,gov_debt_to_gdp_perc,2016,,0.77422
0,BR,gov_debt_to_gdp_perc,2017,,0.82745
0,BR,gov_debt_to_gdp_perc,2018,,0.84777
0,BR,gov_debt_to_gdp_perc,2019,,0.87118
0,BR,gov_debt_to_gdp_perc,2020,,0.96007
0,BR,gov_debt_to_gdp_perc,2021,,0.88934
0,BR,gov_debt_to_gdp_perc,2022,,0.83939
0,BR,gov_debt_to_gdp_perc,2023,,0.84001
1,BR,gov_debt_to_gdp_perc,2024,,0.8728400000000001
0,BN,gov_debt_to_gdp_perc,2010,,0.01113
0,BN,gov_debt_to_gdp_perc,2011,,0.02129
0,BN,gov_debt_to_gdp_perc,2012,,0.02101
0,BN,gov_debt_to_gdp_perc,2013,,0.02209
0,BN,gov_debt_to_gdp_perc,2014,,0.03231
0,BN,gov_debt_to_gdp_perc,2015,,0.0295299999999999
0,BN,gov_debt_to_gdp_perc,2016,,0.03005
0,BN,gov_debt_to_gdp_perc,2017,,0.02825
0,BN,gov_debt_to_gdp_perc,2018,,0.0258599999999999
0,BN,gov_debt_to_gdp_perc,2019,,0.02575
0,BN,gov_debt_to_gdp_perc,2020,,0.02857
0,BN,gov_debt_to_gdp_perc,2021,,0.02514
0,BN,gov_debt_to_gdp_perc,2022,,0.0205699999999999
0,BN,gov_debt_to_gdp_perc,2023,,0.02334
1,BN,gov_debt_to_gdp_perc,2024,,0.0229
0,BG,gov_debt_to_gdp_perc,2010,,0.14064
0,BG,gov_debt_to_gdp_perc,2011,,0.14335
0,BG,gov_debt_to_gdp_perc,2012,,0.16545
0,BG,gov_debt_to_gdp_perc,2013,,0.17165
0,BG,gov_debt_to_gdp_perc,2014,,0.26266
0,BG,gov_debt_to_gdp_perc,2015,,0.25359
0,BG,gov_debt_to_gdp_perc,2016,,0.27007
0,BG,gov_debt_to_gdp_perc,2017,,0.22919
0,BG,gov_debt_to_gdp_perc,2018,,0.201
0,BG,gov_debt_to_gdp_perc,2019,,0.18382
0,BG,gov_debt_to_gdp_perc,2020,,0.22715
0,BG,gov_debt_to_gdp_perc,2021,,0.22362
0,BG,gov_debt_to_gdp_perc,2022,,0.21457
0,BG,gov_debt_to_gdp_perc,2023,,0.21872
1,BG,gov_debt_to_gdp_perc,2024,,0.23358
0,BF,gov_debt_to_gdp_perc,2010,,0.22668
0,BF,gov_debt_to_gdp_perc,2011,,0.284
0,BF,gov_debt_to_gdp_perc,2012,,0.25211
0,BF,gov_debt_to_gdp_perc,2013,,0.25901
0,BF,gov_debt_to_gdp_perc,2014,,0.26086
0,BF,gov_debt_to_gdp_perc,2015,,0.3125199999999999
0,BF,gov_debt_to_gdp_perc,2016,,0.32854
0,BF,gov_debt_to_gdp_perc,2017,,0.33885
0,BF,gov_debt_to_gdp_perc,2018,,0.38114
0,BF,gov_debt_to_gdp_perc,2019,,0.41734
0,BF,gov_debt_to_gdp_perc,2020,,0.43637
0,BF,gov_debt_to_gdp_perc,2021,,0.55369
0,BF,gov_debt_to_gdp_perc,2022,,0.56369
0,BF,gov_debt_to_gdp_perc,2023,,0.52657
1,BF,gov_debt_to_gdp_perc,2024,,0.52686
0,BI,gov_debt_to_gdp_perc,2010,,0.46912
0,BI,gov_debt_to_gdp_perc,2011,,0.4270600000000001
0,BI,gov_debt_to_gdp_perc,2012,,0.4143
0,BI,gov_debt_to_gdp_perc,2013,,0.37858
0,BI,gov_debt_to_gdp_perc,2014,,0.37971
0,BI,gov_debt_to_gdp_perc,2015,,0.39926
0,BI,gov_debt_to_gdp_perc,2016,,0.46119
0,BI,gov_debt_to_gdp_perc,2017,,0.46902
0,BI,gov_debt_to_gdp_perc,2018,,0.52971
0,BI,gov_debt_to_gdp_perc,2019,,0.60053
0,BI,gov_debt_to_gdp_perc,2020,,0.659
0,BI,gov_debt_to_gdp_perc,2021,,0.66467
0,BI,gov_debt_to_gdp_perc,2022,,0.68279
0,BI,gov_debt_to_gdp_perc,2023,,0.47216
1,BI,gov_debt_to_gdp_perc,2024,,0.43178
0,CV,gov_debt_to_gdp_perc,2010,,0.73515
0,CV,gov_debt_to_gdp_perc,2011,,0.7156
0,CV,gov_debt_to_gdp_perc,2012,,0.8293699999999999
0,CV,gov_debt_to_gdp_perc,2013,,0.93476
0,CV,gov_debt_to_gdp_perc,2014,,1.05589
0,CV,gov_debt_to_gdp_perc,2015,,1.15571
0,CV,gov_debt_to_gdp_perc,2016,,1.15403
0,CV,gov_debt_to_gdp_perc,2017,,1.12759
0,CV,gov_debt_to_gdp_perc,2018,,1.12001
0,CV,gov_debt_to_gdp_perc,2019,,1.09419
0,CV,gov_debt_to_gdp_perc,2020,,1.43783
0,CV,gov_debt_to_gdp_perc,2021,,1.49063
0,CV,gov_debt_to_gdp_perc,2022,,1.24026
0,CV,gov_debt_to_gdp_perc,2023,,1.14039
1,CV,gov_debt_to_gdp_perc,2024,,1.13744
0,KH,gov_debt_to_gdp_perc,2010,,0.23402
0,KH,gov_debt_to_gdp_perc,2011,,0.23795
0,KH,gov_debt_to_gdp_perc,2012,,0.24861
0,KH,gov_debt_to_gdp_perc,2013,,0.24397
0,KH,gov_debt_to_gdp_perc,2014,,0.24174
0,KH,gov_debt_to_gdp_perc,2015,,0.23264
0,KH,gov_debt_to_gdp_perc,2016,,0.2179
0,KH,gov_debt_to_gdp_perc,2017,,0.2264099999999999
0,KH,gov_debt_to_gdp_perc,2018,,0.21089
0,KH,gov_debt_to_gdp_perc,2019,,0.20835
0,KH,gov_debt_to_gdp_perc,2020,,0.25227
0,KH,gov_debt_to_gdp_perc,2021,,0.25942
0,KH,gov_debt_to_gdp_perc,2022,,0.25043
0,KH,gov_debt_to_gdp_perc,2023,,0.25732
1,KH,gov_debt_to_gdp_perc,2024,,0.26622
0,CM,gov_debt_to_gdp_perc,2010,,0.13989
0,CM,gov_debt_to_gdp_perc,2011,,0.15047
0,CM,gov_debt_to_gdp_perc,2012,,0.14874
0,CM,gov_debt_to_gdp_perc,2013,,0.17472
0,CM,gov_debt_to_gdp_perc,2014,,0.20707
0,CM,gov_debt_to_gdp_perc,2015,,0.3162
0,CM,gov_debt_to_gdp_perc,2016,,0.32108
0,CM,gov_debt_to_gdp_perc,2017,,0.36539
0,CM,gov_debt_to_gdp_perc,2018,,0.38335
0,CM,gov_debt_to_gdp_perc,2019,,0.41597
0,CM,gov_debt_to_gdp_perc,2020,,0.44858
0,CM,gov_debt_to_gdp_perc,2021,,0.47154
0,CM,gov_debt_to_gdp_perc,2022,,0.45579
0,CM,gov_debt_to_gdp_perc,2023,,0.43154
1,CM,gov_debt_to_gdp_perc,2024,,0.42675
0,CA,gov_debt_to_gdp_perc,2010,,0.83976
0,CA,gov_debt_to_gdp_perc,2011,,0.84286
0,CA,gov_debt_to_gdp_perc,2012,,0.87151
0,CA,gov_debt_to_gdp_perc,2013,,0.87605
0,CA,gov_debt_to_gdp_perc,2014,,0.85541
0,CA,gov_debt_to_gdp_perc,2015,,0.92029
0,CA,gov_debt_to_gdp_perc,2016,,0.92397
0,CA,gov_debt_to_gdp_perc,2017,,0.90942
0,CA,gov_debt_to_gdp_perc,2018,,0.90776
0,CA,gov_debt_to_gdp_perc,2019,,0.9021
0,CA,gov_debt_to_gdp_perc,2020,,1.18066
0,CA,gov_debt_to_gdp_perc,2021,,1.12617
0,CA,gov_debt_to_gdp_perc,2022,,1.0420699999999998
0,CA,gov_debt_to_gdp_perc,2023,,1.07711
1,CA,gov_debt_to_gdp_perc,2024,,1.10769
0,CF,gov_debt_to_gdp_perc,2010,,0.19883
0,CF,gov_debt_to_gdp_perc,2011,,0.19686
0,CF,gov_debt_to_gdp_perc,2012,,0.31533
0,CF,gov_debt_to_gdp_perc,2013,,0.5179
0,CF,gov_debt_to_gdp_perc,2014,,0.6224000000000001
0,CF,gov_debt_to_gdp_perc,2015,,0.5979
0,CF,gov_debt_to_gdp_perc,2016,,0.53887
0,CF,gov_debt_to_gdp_perc,2017,,0.50275
